customer_id,age,gender,city,state,tier,language_preference,income_type_declared,avg_monthly_income,income_pattern,avg_income_per_credit,income_credit_count,income_interval_days_mean,income_interval_days_std,income_amount_cv,rolling_income_30d_mean,rolling_income_30d_std,avg_monthly_savings_rate,savings_rate_trend,balance_trend,has_active_loans,num_active_loans,total_monthly_emi,emi_to_income_ratio,missed_emi_count,late_emi_count,emi_on_time_rate,max_days_late,essential_spend_share,discretionary_spend_share,cash_withdrawal_share,new_device_rate,new_beneficiary_rate,new_merchant_rate,txn_velocity_last_7d,num_distinct_devices,data_coverage_score,data_quality_score,overall_confidence_score,overall_confidence_band,data_coverage_note,overall_confidence,profile_computed_at,archetype_ground_truth,split
cust_aa0099c429,31,Male,Chhindwara,Madhya Pradesh,Tier 4,English,salaried,36833.48,mixed_or_business,39902.94,12,30.0,3.95,0.372,15785.78,0.0,-0.2158,-0.22907,4713.9,True,1,21270.21,0.577,1,2,0.75,999,0.852,0.027,0.248,0.0,0.0,0.0,4,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:35.749480+00:00,financially_stressed,train
cust_91aed88f21,56,Male,Barpeta,Assam,Tier 4,Marathi,salaried,45484.86,salaried_regular,49275.27,12,29.27,0.86,0.0,98550.54,0.0,0.4611,-0.01923,23663.45,True,1,7995.72,0.176,0,0,1.0,0,0.555,0.3,0.125,0.0,0.0,0.0,2,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:35.767533+00:00,stable_salaried,train
cust_4e8aec83c1,59,Other,Coimbatore,Tamil Nadu,Tier 2,Bengali,salaried,65206.02,salaried_regular,70639.86,12,29.64,0.77,0.0,141279.72,0.0,0.4575,-0.01201,31085.7,True,1,24014.7,0.368,0,0,1.0,0,0.517,0.378,0.096,0.0,0.0,0.0,2,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:35.781214+00:00,stable_salaried,test
cust_8336289c03,34,Female,Bilaspur,Chhattisgarh,Tier 3,Bengali,salaried,79923.65,salaried_regular,79923.65,12,29.45,0.99,0.0,79923.65,0.0,0.4887,-0.0091,37019.38,True,1,17873.05,0.224,0,0,1.0,0,0.542,0.363,0.164,0.0,0.0,0.0,6,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:35.797054+00:00,stable_salaried,test
cust_f7ae107bc9,59,Male,Indore,Madhya Pradesh,Tier 2,Bengali,salaried,41085.39,salaried_regular,44509.17,12,29.64,0.88,0.0,44509.17,0.0,0.4416,-0.00045,15896.72,True,1,19881.62,0.484,0,0,1.0,0,0.335,0.23,0.133,0.0595,0.0595,0.0595,6,2,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:35.813031+00:00,fraud_scenario,train
cust_7f6995adfd,58,Male,Delhi,Delhi,Tier 1,Kannada,salaried,34223.78,mixed_or_business,37075.76,12,29.73,2.53,0.372,29334.66,0.0,-0.054,-0.18446,6092.62,True,1,5921.28,0.173,2,3,0.583,999,0.904,0.012,0.239,0.0,0.0,0.0,3,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:35.816094+00:00,financially_stressed,test
cust_ea5d8ea398,21,Other,Mumbai,Maharashtra,Tier 1,Telugu,salaried,41404.22,salaried_regular,41404.22,12,29.36,0.77,0.0,82808.44,0.0,0.5084,-0.01288,20075.65,True,2,48746.92,1.177,0,0,1.0,0,0.549,0.343,0.144,0.0,0.0,0.0,1,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:35.829170+00:00,stable_salaried,test
cust_e779ac6b61,40,Female,Jhansi,Uttar Pradesh,Tier 3,Kannada,salaried,33446.77,mixed_or_business,36234.0,12,30.27,2.63,0.372,14334.33,0.0,0.0243,-0.16214,8211.32,True,1,8255.5,0.247,4,0,0.667,999,0.89,0.036,0.204,0.0,0.0,0.0,3,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:35.850920+00:00,financially_stressed,train
cust_122fd4ad3e,43,Female,Chhindwara,Madhya Pradesh,Tier 4,Kannada,salaried,83029.74,salaried_regular,89948.88,12,29.73,0.86,0.0,89948.88,0.0,0.4391,-0.02315,39876.55,True,1,13040.36,0.157,0,0,1.0,0,0.548,0.326,0.158,0.0,0.0,0.0,1,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:35.861170+00:00,stable_salaried,train
cust_d852789752,33,Male,Delhi,Delhi,Tier 1,English,salaried,28048.1,mixed_or_business,30385.45,12,30.18,4.22,0.372,12020.62,0.0,-0.0059,-0.16864,4233.56,True,2,5247.19,0.187,5,3,0.667,999,0.893,0.014,0.277,0.0,0.0,0.0,1,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:35.877046+00:00,financially_stressed,test
cust_f6e091cc03,57,Female,Bilaspur,Chhattisgarh,Tier 3,Hindi,salaried,26510.0,mixed_or_business,28719.17,12,30.45,1.88,0.372,11361.43,0.0,-0.0058,-0.17132,4951.59,True,1,4695.6,0.177,4,5,0.625,999,0.889,0.014,0.173,0.0,0.0,0.0,2,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:35.877046+00:00,financially_stressed,train
cust_965af83d29,49,Male,Deoria,Uttar Pradesh,Tier 4,Hindi,salaried,49677.43,salaried_regular,53817.22,12,29.55,0.89,0.0,53817.22,0.0,0.4929,-0.032,26432.13,True,1,16677.83,0.336,0,0,1.0,0,0.521,0.392,0.17,0.0,0.0,0.0,3,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:35.893240+00:00,stable_salaried,train
cust_19aa04c3e6,36,Female,Indore,Madhya Pradesh,Tier 2,Gujarati,salaried,46884.43,salaried_regular,46884.43,12,29.45,0.66,0.0,46884.43,0.0,0.4538,0.00459,21290.15,True,1,10762.01,0.23,0,0,1.0,0,0.481,0.356,0.178,0.0,0.0,0.0,3,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:35.909225+00:00,stable_salaried,train
cust_bfe183a189,23,Other,Bengaluru,Karnataka,Tier 1,English,salaried,44287.19,salaried_regular,47977.79,12,29.55,1.16,0.0,47977.79,0.0,0.4352,-0.02151,20728.39,True,1,18463.28,0.417,0,0,1.0,0,0.534,0.352,0.152,0.0,0.0,0.0,2,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:35.925057+00:00,stable_salaried,train
cust_f094015b5e,59,Other,Delhi,Delhi,Tier 1,Telugu,salaried,68269.56,salaried_regular,73958.69,12,29.73,1.05,0.0,73958.69,0.0,0.4024,-0.01584,28238.97,True,1,14852.58,0.218,0,0,1.0,0,0.479,0.312,0.216,0.0,0.0,0.0,3,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:35.940947+00:00,stable_salaried,train
cust_7cdda57e05,43,Male,Nagpur,Maharashtra,Tier 2,Telugu,gig_irregular,16412.27,gig_irregular,2269.78,94,3.27,1.48,0.445,16421.71,831.17,0.7056,-0.00599,12453.3,False,0,0.0,0.0,0,0,1.0,0,0.668,0.332,0.0,0.0,0.0,0.0,2,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:35.940947+00:00,gig_irregular,test
cust_82026b9193,29,Male,Barpeta,Assam,Tier 4,Kannada,salaried,27754.59,mixed_or_business,30067.47,12,29.64,4.64,0.372,23789.64,0.0,0.0177,-0.17264,6700.36,True,1,20180.81,0.727,1,3,0.667,999,0.913,0.028,0.185,0.0,0.0,0.0,2,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:35.968029+00:00,financially_stressed,train
cust_e719e01375,46,Male,Barpeta,Assam,Tier 4,Tamil,salaried,45559.65,salaried_regular,49356.29,12,29.45,1.08,0.0,98712.58,0.0,0.4639,-0.02456,22506.12,True,1,11705.03,0.257,0,0,1.0,0,0.524,0.348,0.133,0.0,0.0,0.0,2,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:35.968535+00:00,stable_salaried,test
cust_f90fffee50,41,Male,Nagpur,Maharashtra,Tier 2,Gujarati,salaried,37780.86,mixed_or_business,40929.27,12,30.18,1.95,0.372,16191.8,0.0,-0.023,-0.17583,7287.15,True,1,8797.85,0.233,3,1,0.667,999,0.887,0.026,0.181,0.0,0.0,0.0,2,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:35.983288+00:00,financially_stressed,train
cust_4ae97e57de,55,Other,Nagpur,Maharashtra,Tier 2,Gujarati,salaried,40492.11,salaried_regular,43866.45,12,29.45,0.78,0.0,43866.45,0.0,0.4743,-0.02139,20258.19,True,1,20904.45,0.516,0,0,1.0,0,0.496,0.324,0.144,0.0,0.0,0.0,4,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:35.999427+00:00,stable_salaried,train
cust_709b5d363a,35,Other,Nagpur,Maharashtra,Tier 2,Marathi,salaried,74564.78,salaried_regular,80778.51,12,29.64,0.77,0.0,161557.02,0.0,0.4596,-0.03199,38201.76,True,2,34287.57,0.46,0,0,1.0,0,0.52,0.313,0.096,0.0,0.0,0.0,1,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.016072+00:00,stable_salaried,train
cust_f551a70aa6,43,Female,Guna,Madhya Pradesh,Tier 3,Hindi,salaried,38095.91,salaried_regular,41270.57,12,29.55,0.5,0.0,82541.14,0.0,0.4254,-0.03269,17493.56,True,1,8328.97,0.219,0,0,1.0,0,0.491,0.329,0.134,0.0,0.0,0.0,1,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.030691+00:00,stable_salaried,train
cust_d07910f629,57,Female,Mumbai,Maharashtra,Tier 1,Bengali,salaried,30211.81,mixed_or_business,32729.46,12,30.18,2.95,0.372,12947.92,0.0,0.0122,-0.17847,6898.12,True,1,14320.02,0.474,3,3,0.75,999,0.901,0.019,0.208,0.0,0.0,0.0,3,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.049801+00:00,financially_stressed,train
cust_103f18a017,40,Female,Guna,Madhya Pradesh,Tier 3,Tamil,salaried,55452.9,salaried_regular,60073.98,12,29.55,0.66,0.0,60073.98,0.0,0.4565,-0.02396,27135.32,True,1,4834.77,0.087,0,0,1.0,0,0.52,0.36,0.06,0.0,0.0,0.0,2,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.062587+00:00,stable_salaried,train
cust_59d3b349ae,56,Other,Guna,Madhya Pradesh,Tier 3,Marathi,gig_irregular,17393.03,gig_irregular,2405.42,94,3.32,1.5,0.435,24336.53,726.0,0.7492,-0.01295,13776.58,True,1,13416.78,0.771,0,0,1.0,0,0.535,0.465,0.0,0.0,0.0,0.0,4,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.078361+00:00,gig_irregular,train
cust_daca843b41,53,Other,Deoria,Uttar Pradesh,Tier 4,Tamil,salaried,65333.82,salaried_regular,70778.3,12,29.45,0.99,0.0,141556.6,0.0,0.4753,-0.02294,33846.17,True,1,11244.47,0.172,0,0,1.0,0,0.564,0.341,0.198,0.0,0.0,0.0,2,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.083140+00:00,stable_salaried,train
cust_0e3682c3c8,40,Male,Indore,Madhya Pradesh,Tier 2,Bengali,salaried,40999.23,mixed_or_business,44415.83,12,30.36,3.67,0.372,35142.2,0.0,0.1157,-0.1379,10159.4,True,2,29229.6,0.713,4,5,0.625,999,0.944,0.014,0.163,0.0,0.0,0.0,2,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.099445+00:00,financially_stressed,test
cust_2d2ceee62c,41,Other,Nagpur,Maharashtra,Tier 2,Kannada,salaried,39751.87,mixed_or_business,43064.52,12,29.73,2.63,0.372,34073.02,0.0,-0.0518,-0.189,7166.23,True,1,18036.14,0.454,3,1,0.667,999,0.906,0.0,0.27,0.0,0.0,0.0,1,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.110371+00:00,financially_stressed,train
cust_22688722b9,49,Female,Mumbai,Maharashtra,Tier 1,Bengali,salaried,33592.52,salaried_regular,36391.9,12,29.45,0.89,0.0,36391.9,0.0,0.4496,-0.01669,16088.09,True,1,19911.0,0.593,0,0,1.0,0,0.51,0.355,0.12,0.0,0.0,0.0,4,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.126403+00:00,stable_salaried,train
cust_a2859f9596,46,Male,Bilaspur,Chhattisgarh,Tier 3,Bengali,gig_irregular,14685.58,gig_irregular,2097.94,91,3.41,1.56,0.461,9100.64,584.03,0.6984,-0.00675,10969.61,False,0,0.0,0.0,0,0,1.0,0,0.576,0.424,0.0,0.0,0.0,0.0,4,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.145410+00:00,gig_irregular,train
cust_051db319a9,36,Other,Indore,Madhya Pradesh,Tier 2,English,gig_irregular,15460.31,gig_irregular,2184.61,92,3.36,1.55,0.445,10957.47,783.06,0.6699,-0.02278,11342.51,True,1,11109.39,0.719,0,0,1.0,0,0.654,0.346,0.0,0.0,0.0,0.0,3,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.163050+00:00,gig_irregular,train
cust_7e4ee2ff54,40,Male,Bengaluru,Karnataka,Tier 1,English,salaried,61945.16,salaried_regular,67107.26,12,29.64,0.77,0.0,134214.52,0.0,0.478,-0.02439,30573.71,True,1,12472.9,0.201,0,0,1.0,0,0.528,0.334,0.122,0.0,0.0,0.0,4,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.174910+00:00,stable_salaried,train
cust_ddcd132627,39,Female,Nagpur,Maharashtra,Tier 2,Gujarati,salaried,61900.15,salaried_regular,67058.5,12,29.45,1.08,0.0,67058.5,0.0,0.5006,-0.02691,32666.64,True,1,6896.19,0.111,0,0,1.0,0,0.493,0.384,0.136,0.0,0.0,0.0,1,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.190456+00:00,stable_salaried,test
cust_35b19a88c5,25,Female,Barpeta,Assam,Tier 4,Gujarati,salaried,47265.18,salaried_regular,51203.94,12,29.45,0.89,0.0,102407.88,0.0,0.4669,-0.02864,23449.61,True,2,17518.16,0.371,0,0,1.0,0,0.479,0.373,0.141,0.0,0.0,0.0,2,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.201461+00:00,stable_salaried,train
cust_f522f0f575,52,Female,Indore,Madhya Pradesh,Tier 2,Kannada,gig_irregular,16491.58,gig_irregular,2355.94,91,3.44,1.56,0.428,22588.85,1042.93,0.7313,0.00598,12744.24,False,0,0.0,0.0,0,0,1.0,0,0.718,0.282,0.0,0.0,0.0,0.0,3,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.217589+00:00,gig_irregular,test
cust_b3e877d63f,35,Male,Coimbatore,Tamil Nadu,Tier 2,Marathi,salaried,72943.89,salaried_regular,79022.55,12,29.73,0.75,0.0,79022.55,0.0,0.4582,-0.02035,35455.72,True,1,13899.76,0.191,0,0,1.0,0,0.509,0.352,0.174,0.0,0.0,0.0,3,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.230238+00:00,stable_salaried,train
cust_e7ade88e12,47,Male,Coimbatore,Tamil Nadu,Tier 2,Kannada,salaried,63810.9,salaried_regular,69128.48,12,29.73,0.96,0.0,69128.48,0.0,0.4424,-0.02946,28546.12,True,1,11422.11,0.179,0,0,1.0,0,0.523,0.348,0.24,0.0,0.0,0.0,2,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.230238+00:00,stable_salaried,train
cust_01cc2795fb,56,Male,Bilaspur,Chhattisgarh,Tier 3,Kannada,salaried,57471.58,salaried_regular,62260.88,12,29.45,0.66,0.0,124521.76,0.0,0.4641,-0.02442,29371.51,True,1,13424.12,0.234,0,0,1.0,0,0.482,0.355,0.187,0.0,0.0,0.0,3,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.246717+00:00,stable_salaried,train
cust_094c94f2c8,24,Male,Bengaluru,Karnataka,Tier 1,Telugu,salaried,74755.52,salaried_regular,80985.15,12,29.18,0.72,0.0,161970.3,0.0,0.4383,-0.02295,31135.64,True,1,11730.29,0.157,0,0,1.0,0,0.405,0.314,0.119,0.0625,0.0625,0.0625,7,2,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.262592+00:00,fraud_scenario,train
cust_56f9ff5030,35,Male,Jhansi,Uttar Pradesh,Tier 3,Kannada,salaried,27419.7,mixed_or_business,27419.7,12,29.73,3.54,0.372,21694.7,0.0,-0.1101,-0.27571,7236.78,True,1,15508.75,0.566,3,2,0.583,999,0.956,0.016,0.227,0.0,0.0,0.0,3,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.282716+00:00,financially_stressed,train
cust_063354aa75,52,Male,Mumbai,Maharashtra,Tier 1,Tamil,salaried,75569.56,salaried_regular,81867.02,12,29.64,1.15,0.0,81867.02,0.0,0.4843,-0.01019,36376.54,True,1,3054.88,0.04,0,0,1.0,0,0.459,0.244,0.063,0.0714,0.0714,0.0714,7,2,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.293785+00:00,fraud_scenario,train
cust_198599ba47,39,Female,Bengaluru,Karnataka,Tier 1,Marathi,gig_irregular,14579.8,gig_irregular,2178.59,87,3.62,1.54,0.441,16679.15,859.03,0.7588,0.00967,11466.84,False,0,0.0,0.0,0,0,1.0,0,0.506,0.494,0.0,0.0,0.0,0.0,3,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.293785+00:00,gig_irregular,train
cust_f85c491719,44,Female,Nagpur,Maharashtra,Tier 2,Hindi,salaried,78959.56,salaried_regular,85539.52,12,29.73,0.75,0.0,171079.04,0.0,0.4155,-0.02489,34379.14,True,2,15429.55,0.195,0,0,1.0,0,0.484,0.34,0.196,0.0,0.0,0.0,3,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.316189+00:00,stable_salaried,train
cust_86575260f1,59,Male,Barpeta,Assam,Tier 4,English,gig_irregular,16681.65,gig_irregular,2331.84,93,3.32,1.58,0.439,21286.13,1206.83,0.7142,0.01148,13006.81,False,0,0.0,0.0,0,0,1.0,0,0.714,0.286,0.0,0.0,0.0,0.0,5,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.325965+00:00,gig_irregular,train
cust_ca85179b74,31,Other,Jhansi,Uttar Pradesh,Tier 3,Tamil,salaried,82858.65,salaried_regular,89763.54,12,29.73,1.05,0.0,179527.08,0.0,0.5011,-0.02038,40916.22,True,1,2064.47,0.025,0,0,1.0,0,0.393,0.251,0.143,0.0706,0.0706,0.0706,8,2,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.341710+00:00,fraud_scenario,train
cust_32fd5ba5d1,21,Female,Guna,Madhya Pradesh,Tier 3,Bengali,salaried,41153.24,salaried_regular,44582.68,12,29.55,1.08,0.0,89165.36,0.0,0.4907,-0.02409,16797.77,True,1,2759.86,0.067,0,0,1.0,0,0.316,0.224,0.12,0.0824,0.0824,0.0824,7,2,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.349559+00:00,fraud_scenario,train
cust_d0d19513c8,31,Female,Chhindwara,Madhya Pradesh,Tier 4,Tamil,gig_irregular,15191.99,gig_irregular,2244.27,88,3.53,1.53,0.452,16576.13,874.37,0.7406,-0.02386,11637.54,False,0,0.0,0.0,0,0,1.0,0,0.618,0.382,0.0,0.0,0.0,0.0,3,1,1.0,1.0,0.955,HIGH,,"{'overall_confidence_score': 0.955, 'overall_confidence_band': 'HIGH', 'data_coverage_score': 1.0, 'data_quality_score': 1.0, 'model_confidence': 0.85, 'data_coverage_note': None}",2026-09-12T10:38:36.366389+00:00,gig_irregular,train
