customer_id,stress_label,suitable_products,unsuitable_products,has_fraud_event
cust_b7bac6a1d8,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_891e839eba,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_15e38d71ae,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_1a77e35466,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_c9e2534a08,stable,"['recurring_deposit', 'credit_card']",[],True
cust_00c40f95e3,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_cfb7df8b0d,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_17c08e8998,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_307d14dd79,stable,"['recurring_deposit', 'credit_card']",[],True
cust_9aaf18275d,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_508237c2e0,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_49c3163b78,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_562ce07b80,concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_e30f954eaf,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_e3a8fab19e,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_1256144e08,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_abfb457177,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_7ba2221600,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_0efeb047f5,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_3ecd2ea1a9,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_47d38ca599,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_9d5ac3dd1a,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_74f7bcd96f,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_5ffd802bcb,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_930865d1f1,stable,"['recurring_deposit', 'credit_card']",[],True
cust_2a48ed8d65,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_46982a847b,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_51c8a049d0,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_d1675d93a5,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_28ac77e91d,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_afb2ac23fd,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_1f387f6d47,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_3c9fcb8a4e,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_68e2c7ef7e,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_190ab102ac,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_d0fb0cfeba,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_fe67268d5b,concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_7c7e97c9a2,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_2ca7fd4381,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_71816a3475,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_095adfa684,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_b831ad440f,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_4fccfb6a57,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_916e81cc32,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_44542f8c7b,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_3e8c920561,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_7aea7aeb91,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_3f36d1c099,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_55eea8ddf3,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_4e14d9c3b9,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_a64c11c668,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_ce0d1a8609,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_5f48b48d98,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_9cbcb629ca,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_9f477df7ee,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_5fb8383764,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_b81b9e535f,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_2bf7840b91,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_b0c39868bb,stable,"['recurring_deposit', 'credit_card']",[],True
cust_98f69c08f1,stable,"['recurring_deposit', 'credit_card']",[],True
cust_9bd878ac4e,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_7d53ccc5f1,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_e01aaed9d4,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_279c3a2d7b,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_a29c8d28a0,stable,"['recurring_deposit', 'credit_card']",[],True
cust_20c1e8c4c7,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_5b72fea951,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_04d4faead6,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_fb204c8d07,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_a1f374fca0,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_dbfe77585f,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_3b07dca657,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_2a99d0f5e1,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_e0a2f17145,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_935c1dec7d,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_9a8d62a4c7,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_2947e3e0b0,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_66c01adaac,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_80a47877be,stable,"['recurring_deposit', 'credit_card']",[],True
cust_e2960bbc91,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_5ffd9b6b10,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_9ccd0d4208,stable,"['recurring_deposit', 'credit_card']",[],True
cust_c6797b9e10,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_5ce2088b99,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_8dcd861a6d,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_f676f1f687,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_e168867cfa,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_e7758624f9,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_a2b4cc0a41,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_6ced5fdd6d,stable,"['recurring_deposit', 'credit_card']",[],True
cust_185c02bba7,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_0168737846,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_8df50336f0,stable,"['recurring_deposit', 'credit_card']",[],True
cust_bd84b9b8a8,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_986c55a700,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_c5eb2f84ea,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_3cef64dba9,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_da92e46170,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_242371e06e,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_9378e9d07e,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_52c97438e9,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_21fd1da696,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_d0dde9543b,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_811fcdf4a6,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_ea58e53ef8,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_43c4a86011,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_0bdd850391,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_5c39795aec,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_bed1a896f9,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_28144d78d5,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_5963df1474,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_b660e0d2e5,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_bfb0eec546,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_b6fcc7d7da,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_9a2a430a27,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_1596b7b86d,concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_ce628abd49,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_370c837c0d,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_835f8be372,stable,"['recurring_deposit', 'credit_card']",[],True
cust_8f4ee81e40,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_f287482bda,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_1b941560d0,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_69e2527f1c,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_ea809a4568,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_ed10c60e8d,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_21fb1f731e,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_b5b450a759,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_fa7c3bcb2d,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_9816de103e,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_4ac8e1eb39,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_623f43754c,stable,"['recurring_deposit', 'credit_card']",[],True
cust_41ba74ce33,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_3d573f84df,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_0ccbbb00ec,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_ee6e6bf3da,stable,"['recurring_deposit', 'credit_card']",[],True
cust_ab1134f44a,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_f7a0d8bada,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_2f04a5d2ef,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_1df9d8af62,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_a5f6e44cb7,stable,"['recurring_deposit', 'credit_card']",[],True
cust_fd5ce420f5,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_ac32e1b135,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_eb8aa2b508,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_45dbddc1a0,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_b6e81487bb,concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_92c8616aec,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_c600bef163,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_2d5cb2799f,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_871b94636c,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_8cae888586,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_9babf942cc,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_db937a62ac,concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_abaaf1612b,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_86ab0ef8ef,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_642abd0b46,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_993d4fb22d,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_9bf50712a6,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_9822a26f42,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_80f8a8e4a0,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_4072e57cf3,concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_ad595cf0e3,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_2703589388,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_4d2a62ad79,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_044cdb9c1e,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_d5c1f86d50,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_604ad4411e,stable,"['recurring_deposit', 'credit_card']",[],True
cust_c81f90675d,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_a65bcf067b,stable,"['recurring_deposit', 'credit_card']",[],True
cust_e2e5c8b3c7,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_13cd110476,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_2f2b65084b,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_1b357a95ca,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_b887a67928,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_2308c6f4e7,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_216e86ada9,concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_578f9717e2,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_cd3365fb62,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_074928ae3c,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_84d9c97789,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_77cd300e36,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_18d71f8225,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_ed6e2a678d,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_7eb7e93bb2,stable,"['recurring_deposit', 'credit_card']",[],True
cust_612def8b18,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_2deab73376,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_7449041528,stable,"['recurring_deposit', 'credit_card']",[],True
cust_b6985ef5ec,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_0b10c1f10e,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_5dde7bd8e1,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_8a0489410c,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_cd0f9f6232,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_7e29a8fc4e,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_3571143327,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_4a0422e369,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_d8724e14c2,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_e014b59c04,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_13a25a612c,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_fba74b9198,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_8a08109024,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_9c9db46056,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_0dd072dd5c,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_c493b08194,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_044d86a27c,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_6026502110,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_6a10ce67a1,stable,"['recurring_deposit', 'credit_card']",[],True
cust_c97e8f8800,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_43a6673bfa,stable,"['recurring_deposit', 'credit_card']",[],True
cust_8dec05e6ac,stable,"['recurring_deposit', 'credit_card']",[],True
cust_20f7aa0bc4,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_002c131706,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_93ab30e431,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_b3b1ce8afe,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_616e169932,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_382f6844ab,stable,"['recurring_deposit', 'credit_card']",[],True
cust_8d0d45a4bb,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_bd6d29a723,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_0acb4e39ad,concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_fb22600da5,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_ac6b03d845,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_d6485271cc,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_c56254ffd3,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_53e92c14ab,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_a2e44e69f0,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_a694eb8d5f,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_a3edbce709,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_fec4d598e6,stable,"['recurring_deposit', 'credit_card']",[],True
cust_83031b4479,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_cb66a9e92d,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_3ef165d4b6,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_3a42d77766,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_0013d04ee6,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_04a6af7dfe,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_5e3b54553b,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_a1d671b092,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_92823fe234,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_9c577da69c,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_85d139dd7d,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_94cfdcc43d,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_82e47b3ee2,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_c492303381,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_d66be3d82d,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_a54fe2400e,stable,"['recurring_deposit', 'credit_card']",[],True
cust_295115c9b9,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_2abf13a711,stable,"['recurring_deposit', 'credit_card']",[],True
cust_f2d1ffd778,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_cef5c09471,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_eb54d3f12e,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_9977dea82e,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_053c58f25d,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
