consent_id,customer_id,fip_name,fiu_name,purpose,data_requested,fetch_frequency,validity_start,validity_end,status,created_at,expires_at,data_types,purpose_code
consent_5f2a681d6c,cust_d8e3861b01,State Bank of India,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_f713802c10,cust_6ab4ad25e5,Bank of Baroda,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_e5b31dd4b5,cust_1f6e408453,HDFC Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_72379f22de,cust_fc5b27836f,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_db03ceba2e,cust_fd32cc3a73,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_f58c05c48e,cust_672040a7c0,ICICI Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_b159f300ff,cust_d6fe9366ea,Axis Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_cf21db931e,cust_8dd5b1ae00,Bank of Baroda,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_1f3e668da9,cust_41fea1c21c,State Bank of India,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_f7826d4365,cust_50e8f6d9a0,Bank of Baroda,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_65a781a50c,cust_e7e579d203,HDFC Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_8b7270d972,cust_86a4ff109b,ICICI Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_b3b50b6a46,cust_74607823d7,Axis Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_5fc55d8f2c,cust_a6d67b61a9,Axis Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_809851ed6f,cust_78dd2c5310,Bank of Baroda,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_8c5be06964,cust_4ae4b01295,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_4675826fa7,cust_8e2dfc4de2,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_d7c216174a,cust_4aa3be49b1,Bank of Baroda,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_f8af4a7674,cust_aea34ff3fc,State Bank of India,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_5e132e322a,cust_0839bf3d3f,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_76d46fe740,cust_7782e9133a,Axis Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_2646bc89de,cust_14a9ee5692,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_26533ffc9e,cust_fc2911e17f,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_0b974b7c00,cust_ce4e5ad0b1,State Bank of India,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_b3eb796ada,cust_653b8e491e,Bank of Baroda,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_319ab07e90,cust_9449061a64,HDFC Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_741d48bd1e,cust_f514e14941,ICICI Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_d4e11782db,cust_38d7463803,ICICI Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_fb345e6151,cust_7054f1f370,HDFC Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_e9cc173c77,cust_125c11c08f,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_e3fe3ab96c,cust_504dc7cb62,Bank of Baroda,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_02d481aa7c,cust_468c651371,Bank of Baroda,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_538ba030db,cust_02bd27d6af,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_a6d3c8f96a,cust_cc9b86f54e,HDFC Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_121b4d5788,cust_d9d4638955,ICICI Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_a072c8cafd,cust_c895a47299,Bank of Baroda,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_54ca71710a,cust_d5e441250b,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_c7c126c105,cust_48da5bdb2b,HDFC Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_b8a7c47faf,cust_f4f154a338,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_6e8c963c5c,cust_f7bda5dd48,ICICI Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_2914aaa674,cust_449ed9a392,Bank of Baroda,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_29d9510bce,cust_a88bccaec3,Bank of Baroda,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_4a3944c9ca,cust_bff1d6de97,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_d9ee8fbc1a,cust_153e11f17a,Axis Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_167fbabb9d,cust_07e6a11beb,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_b9f6e9b1b6,cust_0fc88641bf,HDFC Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_88ea0c4398,cust_94bdbb279e,State Bank of India,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_d932228890,cust_95d6cee831,State Bank of India,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_9dce6bfcaa,cust_2b769f16e5,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_2ba7e75c56,cust_e1c2152fcc,Bank of Baroda,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_587b39ee76,cust_679d0eba40,Axis Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_b36d93a76b,cust_c488193189,Bank of Baroda,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_aee7368d1a,cust_b58436668f,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_828acb1e78,cust_c471a37c0f,ICICI Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_c318239b1c,cust_6c7d7b3b36,Axis Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_bab4886638,cust_5651b77b0b,Axis Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_edb139942c,cust_bc217ef88e,HDFC Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_7746462ec8,cust_4ff986149c,ICICI Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_4db200e250,cust_416c1f14fe,ICICI Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_f99d297ef0,cust_70657c1744,HDFC Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_20300101ab,cust_14f1146762,Axis Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_9cadbc04fb,cust_5f3e3ec197,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_f654c7b287,cust_4bd1bb8eec,Bank of Baroda,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_985a24cd20,cust_cdfc700015,State Bank of India,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_ac6b1d54da,cust_43a4e5a905,State Bank of India,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_2948ae8b13,cust_060af6fd98,Bank of Baroda,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_e30dd7e976,cust_3ff90aa78a,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_75657adca9,cust_b7858671f5,HDFC Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_36c21a21d9,cust_436649a87a,State Bank of India,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_1969aa184e,cust_dc450a609c,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_1ed7f23445,cust_28ade482b4,HDFC Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_e17d9329af,cust_8ba5050bd4,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_6e960773e3,cust_f314a0942a,State Bank of India,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_a0350a9366,cust_8683d05824,ICICI Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_88b5b624ba,cust_6df41673ae,Axis Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_9c5b7fc77c,cust_5d6deb5ae0,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_260ce47284,cust_12e84cc529,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_1068bd9954,cust_e386a7546a,Bank of Baroda,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_270cd6e6d9,cust_2f5cd0703b,Bank of Baroda,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_afc1cf862b,cust_65d1a93cc2,Axis Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_11a2c04dc9,cust_fc6e1a7f2a,Axis Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_54eda2c348,cust_6796ff5a7d,HDFC Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_81084fff3a,cust_100b376d71,HDFC Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_c15e732009,cust_15e552e6fe,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_01e0b17d80,cust_35090e1d50,Bank of Baroda,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_81c9f98181,cust_1628077ee4,HDFC Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_b23030db36,cust_c255cb8735,ICICI Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_d3cad711c2,cust_a20c820814,State Bank of India,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_19a6c40a68,cust_c3637c3133,ICICI Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_083563e4dc,cust_5a514e4d84,Bank of Baroda,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_354d13e269,cust_6e10cc585e,ICICI Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_d524823ce1,cust_8a78e408d0,State Bank of India,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_88d1012bfa,cust_9b94998940,Axis Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_eb4b1e0912,cust_75e56a048e,Bank of Baroda,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_d37ab7af61,cust_f5fc4b2342,ICICI Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_0c6537a6e5,cust_c3886b8134,Bank of Baroda,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_2b656f0583,cust_25d070e645,HDFC Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_4a36371074,cust_8448e7eb88,State Bank of India,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_2d2dbb2518,cust_41c5992dcf,State Bank of India,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_5775f75730,cust_a5569ff652,Axis Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_52b7defc45,cust_ca62a347af,ICICI Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_df76fcce2a,cust_388110ff8c,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_c58746d456,cust_114405424d,Axis Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_9651146b7e,cust_e9ce734301,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_dd57110be0,cust_8a05e6e3fe,State Bank of India,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_e28d028a14,cust_eaab43ba0f,Axis Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_eff94344ce,cust_97368df426,HDFC Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_ddd514a49e,cust_9e262b2d2c,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_c726275ffe,cust_9784028fd2,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_fa80db32aa,cust_ea3e830f3b,State Bank of India,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_6fbe43138a,cust_8d5647ad73,Bank of Baroda,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_b148163299,cust_b8ecabb317,Bank of Baroda,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_707efb6411,cust_39e5a32e33,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_5cc106933b,cust_e76a9b8304,Axis Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_f4f3e6c9ae,cust_e7974c2879,HDFC Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_697c47e962,cust_c5bd9876b0,Axis Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_9ac305b849,cust_a4d245c8aa,State Bank of India,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_6974636ad8,cust_79911a22dd,HDFC Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_0223bcffe6,cust_7193e9be55,State Bank of India,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_9a8f5381b2,cust_a953da6167,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_6919303ef9,cust_91e647c0a5,Bank of Baroda,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_d0e6a8d22e,cust_a32d53b54a,Bank of Baroda,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_b4ec9ceb19,cust_26357621fd,Bank of Baroda,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_1dd40debb0,cust_62e14a51e1,ICICI Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_b99c6af08f,cust_09a665f1ce,HDFC Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_4b141115ed,cust_66b2a152b6,Punjab National Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
consent_2d44b87f97,cust_2c3c880919,HDFC Bank,Sahaay AI,"Personalized recommendations, onboarding assistance, and early-warning support","12 months of transactions, account balance, EMI schedule",daily,2026-09-11,2027-09-11,ACTIVE,,,,
